worldwide_gross,production_budget,title_year,aspect_ratio,duration,cast_total_facebook_likes,imdb_score,movie_title
585532684.0,150000000.0,2007,2.35,104.0,13076.0,7.2,I Am Legend 
624234272.0,150000000.0,2008,2.35,102.0,21584.0,6.4,Hancock 
475825484.0,150000000.0,2005,1.85,115.0,57844.0,6.7,Charlie and the Chocolate Factory 
626549695.0,150000000.0,2007,2.35,111.0,4764.0,8.0,Ratatouille 
644600394.0,150000000.0,2013,2.35,112.0,59803.0,7.1,Thor: The Dark World 
359142722.0,150000000.0,2005,2.35,128.0,59558.0,8.3,Batman Begins 
700868363.0,150000000.0,2015,2.35,131.0,21840.0,7.4,Mission: Impossible - Rogue Nation 
449326618.0,150000000.0,2011,2.35,115.0,60059.0,7.0,Thor 
599516844.0,150000000.0,2008,1.85,89.0,3285.0,6.7,Madagascar: Escape 2 Africa 
374825760.0,150000000.0,2009,2.35,119.0,40054.0,6.7,X-Men Origins: Wolverine 
402231063.0,150000000.0,2009,2.35,105.0,54039.0,5.9,Night at the Museum: Battle of the Smithsonian 
664837547.0,150000000.0,2011,2.35,90.0,21015.0,7.3,Kung Fu Panda 2 
373136354.0,150000000.0,2015,2.35,120.0,40025.0,8.1,Mad Max: Fury Road 
427289109.0,150000000.0,2003,2.35,129.0,1062.0,6.7,The Matrix Revolutions 
397501348.0,150000000.0,2006,2.35,124.0,34817.0,6.9,Mission: Impossible III 
490875846.0,150000000.0,2009,2.35,146.0,16948.0,6.7,Angels & Demons 
319713881.0,150000000.0,2010,2.35,103.0,2857.0,4.2,The Last Airbender 
287594577.0,150000000.0,2007,1.85,91.0,6576.0,6.2,Bee Movie 
292817841.0,150000000.0,2009,2.35,88.0,2217.0,5.1,G-Force 
305270083.0,150000000.0,2012,1.85,99.0,16184.0,5.8,Wrath of the Titans 
194995215.0,150000000.0,2007,2.35,115.0,31523.0,6.3,Beowulf 
238202668.0,150000000.0,2012,1.85,113.0,80849.0,6.2,Dark Shadows 
205440387.0,150000000.0,2013,2.35,131.0,18204.0,6.4,White House Down 
142634358.0,150000000.0,2010,1.85,119.0,13071.0,5.8,The Wolfman 
39549758.0,150000000.0,2011,2.35,88.0,2652.0,5.4,Mars Needs Moms 
179357126.0,149000000.0,2006,1.85,85.0,35161.0,6.7,Flushed Away 
746921271.0,145000000.0,2012,1.85,93.0,2444.0,6.9,Madagascar 3: Europe's Most Wanted 
694713230.0,145000000.0,2011,2.35,133.0,21768.0,7.4,Mission: Impossible - Ghost Protocol 
616102924.0,145000000.0,2014,2.35,102.0,23378.0,7.9,How to Train Your Dragon 2 
448191819.0,145000000.0,2008,1.85,94.0,836.0,4.8,Train 
269806430.0,145000000.0,2014,1.85,92.0,5810.0,6.9,Mr. Peabody & Sherman 
306900902.0,145000000.0,2012,1.85,97.0,20645.0,7.3,Rise of the Guardians 
121671925.0,145000000.0,2005,2.35,124.0,13073.0,6.0,Sahara 
431942139.0,142000000.0,2002,2.35,133.0,2538.0,6.1,Die Another Day 
385680446.0,140000000.0,2009,2.35,127.0,39284.0,8.0,Star Trek 
554600000.0,140000000.0,1998,2.35,153.0,26029.0,6.6,Armageddon 
370569776.0,140000000.0,2011,2.35,124.0,19761.0,6.9,Captain America: The First Avenger 
518628619.0,140000000.0,2016,2.35,95.0,36095.0,7.2,Kung Fu Panda 3 
375740705.0,140000000.0,2013,2.35,122.0,31958.0,5.8,G.I. Joe: Retaliation 
456810575.0,140000000.0,2003,2.35,154.0,11945.0,7.7,The Last Samurai 
203018919.0,140000000.0,2005,2.35,90.0,1997.0,6.1,Fun with Dick and Jane 
268314513.0,140000000.0,2014,2.35,150.0,26490.0,6.1,Exodus: Gods and Kings 
118515678.0,140000000.0,2016,2.35,117.0,1950.0,6.8,The BFG 
133553464.0,140000000.0,2016,2.35,126.0,19769.0,5.5,Gods of Egypt 
821706375.0,139000000.0,2002,1.85,121.0,40484.0,7.3,Spider-Man 
184068357.0,138000000.0,2009,2.35,215.0,2530.0,7.7,Watchmen 
76416746.0,138000000.0,2005,2.35,121.0,2705.0,5.0,Stealth 
263417913.0,137500000.0,2008,2.35,135.0,5811.0,6.8,The Incredible Hulk 
245229234.0,137000000.0,2003,1.85,138.0,1814.0,5.7,Hulk 
85131830.0,137000000.0,2001,1.85,106.0,15015.0,6.4,Final Fantasy: The Spirits Within 
573068425.0,135000000.0,2013,2.35,98.0,43286.0,7.3,The Croods 
532037894.0,135000000.0,2015,2.35,156.0,57108.0,8.1,The Revenant 
361730660.0,135000000.0,1999,2.35,128.0,2037.0,6.4,The World Is Not Enough 
245504574.0,135000000.0,2011,2.35,107.0,43291.0,7.2,Rango 
212912137.0,135000000.0,2003,2.35,138.0,1205.0,7.4,Master and Commander: The Far Side of the World 
286896578.0,135000000.0,2013,2.35,96.0,17416.0,6.5,Turbo 
237177349.0,135000000.0,2016,2.35,112.0,8306.0,6.3,Teenage Mutant Ninja Turtles: Out of the Shadows 
157956466.0,135000000.0,2011,2.35,100.0,62644.0,5.9,Happy Feet 2 
163818556.0,135000000.0,2002,1.33,60.0,1687.0,7.5,Miami Vice             
606836535.0,132000000.0,2005,1.85,116.0,12758.0,6.5,War of the Worlds 
367650911.0,132000000.0,2014,1.85,92.0,19963.0,6.7,Penguins of Madagascar 
864868047.0,130000000.0,2013,2.35,146.0,49355.0,7.6,The Hunger Games: Catching Fire 
796688549.0,130000000.0,2004,2.35,142.0,33284.0,7.8,Harry Potter and the Prisoner of Azkaban 
442161562.0,130000000.0,2007,2.35,115.0,17369.0,8.1,The Bourne Ultimatum 
631910531.0,130000000.0,2008,2.35,92.0,12754.0,7.6,Kung Fu Panda 
518602163.0,130000000.0,2015,1.85,117.0,5730.0,7.4,Ant-Man 
554987477.0,130000000.0,2011,2.35,90.0,5046.0,6.7,Puss in Boots 
321887208.0,130000000.0,2010,2.35,95.0,46120.0,7.3,Megamind 
273271982.0,130000000.0,2003,2.35,147.0,12954.0,6.6,Bad Boys II 
493738435.0,130000000.0,2014,2.35,101.0,1031.0,6.4,Rio 2 
290650494.0,130000000.0,2010,2.35,101.0,12406.0,6.4,Salt 
373993951.0,130000000.0,2011,2.35,107.0,4631.0,7.4,The Adventures of Tintin 
251499665.0,130000000.0,2013,2.35,100.0,14168.0,4.9,After Earth 
215080810.0,130000000.0,2008,2.35,165.0,921.0,6.6,Australia 
79072464.0,130000000.0,2013,2.35,96.0,31549.0,5.6,R.I.P.D. 
356148063.0,127500000.0,2000,1.85,82.0,2945.0,6.5,Dinosaur 
356546621.0,127000000.0,2014,1.85,98.0,53587.0,6.2,Night at the Museum: Secret of the Tomb 
1341511219.0,125000000.0,2011,2.126682901820047,108.55270303628734,11036.0,7.5,Harry Potter and the Deathly Hallows: Part II 
766652288.0,125000000.0,2014,2.35,123.0,81385.0,6.7,The Hunger Games: Mockingjay - Part 1 
974755371.0,125000000.0,2001,2.35,159.0,13191.0,7.5,Harry Potter and the Sorcerer's Stone 
634954103.0,125000000.0,2003,2.35,143.0,48184.0,8.1,Pirates of the Caribbean: The Curse of the Black Pearl 
960283305.0,125000000.0,2010,2.126682901820047,108.55270303628734,14719.0,6.4,Harry Potter and the Deathly Hallows: Part I 
767820459.0,125000000.0,2006,2.35,174.0,16008.0,6.6,The Da Vinci Code 
629969804.0,125000000.0,2011,2.35,132.0,55345.0,7.3,Fast Five 
535663443.0,125000000.0,2011,2.35,129.0,22403.0,7.5,Sherlock Holmes: A Game of Shadows 
556319450.0,125000000.0,2004,2.35,124.0,20553.0,6.4,The Day After Tomorrow 
399005706.0,125000000.0,2012,2.35,124.0,24098.0,7.0,Prometheus 
280355920.0,125000000.0,2012,2.35,135.0,12175.0,6.7,The Bourne Legacy 
238317814.0,125000000.0,1997,1.85,125.0,2699.0,3.7,Batman & Robin 
61698899.0,125000000.0,1999,2.35,102.0,1815.0,6.6,The 13th Warrior 
345141403.0,123000000.0,2000,1.85,110.0,4146.0,6.0,How the Grinch Stole Christmas 
328711434.0,120000000.0,2000,2.35,130.0,2684.0,6.4,The Perfect Storm 
288215319.0,120000000.0,2007,2.35,92.0,15302.0,5.6,Fantastic 4: Rise of the Silver Surfer 
607987022.0,120000000.0,2012,1.85,127.0,2121.0,8.0,Life of Pi 
229545589.0,120000000.0,2007,2.35,123.0,14017.0,5.2,Ghost Rider 
200421835.0,120000000.0,2016,2.35,123.0,13752.0,7.1,Jason Bourne 
227200000.0,120000000.0,2003,2.35,107.0,4046.0,4.8,Charlie's Angels: Full Throttle 
286192091.0,120000000.0,2013,2.35,109.0,17689.0,6.6,Elysium 
287916633.0,120000000.0,2013,2.35,124.0,22004.0,7.0,Oblivion 
166000000.0,120000000.0,2002,1.85,77.0,2682.0,5.4,Stuart Little 2 
107212751.0,120000000.0,2004,2.35,134.0,17159.0,6.7,The Chronicles of Riddick 
93394462.0,120000000.0,2008,2.35,135.0,902.0,6.1,Speed Racer 
49628177.0,120000000.0,2010,1.85,121.0,993.0,5.3,How Do You Know 
258751370.0,117000000.0,2010,2.35,117.0,12731.0,6.3,Knight and Day 
1027044677.0,115000000.0,1999,2.35,136.0,37723.0,6.5,Star Wars: Episode I - The Phantom Menace 
848998877.0,115000000.0,2005,2.35,140.0,44042.0,7.6,Star Wars: Episode III - Revenge of the Sith 
656695615.0,115000000.0,2002,1.78,142.0,42990.0,6.7,Star Wars: Episode II - Attack of the Clones 
559757719.0,115000000.0,2001,1.85,92.0,15013.0,8.1,"Monsters, Inc. "
416456852.0,115000000.0,2013,2.35,138.0,23755.0,6.7,The Wolverine 
178200000.0,115000000.0,1997,2.35,108.0,1569.0,5.8,Dante's Peak 
164602163.0,115000000.0,2016,2.35,120.0,46719.0,6.1,The Huntsman: Winter's War 
77628265.0,115000000.0,2002,2.35,153.0,15046.0,6.0,Windtalkers 
132999811.0,113500000.0,2008,2.35,116.0,1609.0,5.1,Asterix at the Olympic Games 
232017848.0,112000000.0,2010,2.35,85.0,1173.0,4.9,Gulliver's Travels 
716392705.0,110000000.0,2013,2.35,91.0,87.0,7.8,Gravity 
579446407.0,110000000.0,2006,1.85,108.0,55486.0,6.4,Night at the Museum 
486124090.0,110000000.0,2005,2.35,126.0,22722.0,6.5,Mr. & Mrs. Smith 
469590832.0,110000000.0,2015,2.35,114.0,16718.0,6.1,San Andreas 
563749323.0,110000000.0,2011,1.78,103.0,692.0,5.5,The Smurfs 
382288147.0,110000000.0,2007,2.35,129.0,13961.0,7.2,Live Free or Die Hard 
362989076.0,110000000.0,2004,2.35,125.0,19359.0,6.4,Ocean's Twelve 
339504276.0,110000000.0,1997,2.35,119.0,2958.0,6.5,Tomorrow Never Dies 
215300000.0,110000000.0,2000,2.35,142.0,19454.0,7.1,The Patriot 
330780051.0,110000000.0,2014,2.35,102.0,10583.0,6.2,300: Rise of an Empire 
208370892.0,110000000.0,2004,2.35,170.0,34582.0,7.5,The Aviator 
229155503.0,110000000.0,2011,2.35,119.0,13391.0,5.8,The Green Hornet 
263880341.0,110000000.0,2011,2.35,127.0,22254.0,7.1,Real Steel 
348547523.0,110000000.0,2013,1.85,105.0,914.0,5.4,The Smurfs 2 
152364370.0,110000000.0,2009,2.35,106.0,19906.0,6.4,The Taking of Pelham 1 2 3 
89737191.0,110000000.0,2013,2.35,114.0,12908.0,6.7,Ender's Game 
76482461.0,110000000.0,2004,1.78,76.0,13607.0,5.4,Home on the Range 
150468000.0,110000000.0,1997,2.35,121.0,2027.0,3.7,Speed 2: Cruise Control 
887217688.0,109000000.0,2001,2.35,171.0,22342.0,8.8,The Lord of the Rings: The Fellowship of the Ring 
133818283.0,109000000.0,2003,1.85,82.0,2762.0,3.8,The Cat in the Hat 
87683966.0,109000000.0,2001,2.35,165.0,14196.0,6.8,Ali 
640055863.0,108000000.0,2015,2.35,151.0,14831.0,8.1,The Martian 
348629585.0,105000000.0,2004,2.35,115.0,12068.0,7.1,"I, Robot "
298815224.0,105000000.0,1999,1.85,84.0,3382.0,5.9,Stuart Little 
270997378.0,105000000.0,2009,1.85,97.0,2480.0,7.1,The Princess and the Frog 
269065678.0,105000000.0,2002,2.126682901820047,22.0,5.0,7.2,"10,000 B.C.             "
10364769.0,105000000.0,2001,1.85,104.0,3133.0,4.4,Town & Country 
232643008.0,103300000.0,2000,2.35,127.0,29069.0,6.5,Gone in Sixty Seconds 
457683805.0,103000000.0,2000,2.35,171.0,6521.0,8.5,Gladiator 
212282709.0,102500000.0,2009,2.35,140.0,64599.0,7.0,Public Enemies 
358824714.0,102000000.0,2002,2.35,145.0,12546.0,7.7,Minority Report 
130673154.0,102000000.0,2012,2.35,172.0,22686.0,7.5,Cloud Atlas 
878979634.0,100000000.0,2002,2.35,174.0,35672.0,7.4,Harry Potter and the Chamber of Secrets 
513815401.0,100000000.0,1991,2.35,153.0,2829.0,8.5,Terminator 2: Judgment Day 
336529144.0,100000000.0,1995,1.85,121.0,2880.0,5.4,Batman Forever 
331323410.0,100000000.0,2004,2.35,131.0,13679.0,6.9,National Treasure 
449948323.0,100000000.0,2012,2.35,165.0,40978.0,8.5,Django Unchained 
310650574.0,100000000.0,2010,1.85,98.0,24082.0,5.5,Little Fockers 
365300000.0,100000000.0,1994,2.35,141.0,4528.0,7.2,True Lies 
267985456.0,100000000.0,2007,1.85,176.0,20354.0,7.8,American Gangster 
236827677.0,100000000.0,2009,2.35,90.0,1227.0,7.0,Cloudy with a Chance of Meatballs 
170936470.0,100000000.0,2010,2.35,116.0,20233.0,6.7,The Other Guys 
391976723.0,100000000.0,2013,2.35,240.0,46057.0,8.2,The Wolf of Wall Street 
262794441.0,100000000.0,2013,2.35,102.0,14552.0,6.7,Epic 
234400000.0,100000000.0,1996,2.35,115.0,3454.0,6.1,Eraser 
325500000.0,100000000.0,1996,1.78,91.0,4842.0,6.9,The Hunchback of Notre Dame 
169296573.0,100000000.0,2000,1.66,78.0,2039.0,7.3,The Emperor's New Groove 
311979256.0,100000000.0,2012,2.35,103.0,57881.0,6.7,The Expendables 2 
99123656.0,100000000.0,2009,2.35,101.0,1738.0,6.8,Where the Wild Things Are 
249488115.0,100000000.0,2006,2.35,104.0,4487.0,5.1,Eragon 
212026975.0,100000000.0,1999,2.35,121.0,3903.0,5.7,End of Days 
96221971.0,100000000.0,2004,1.85,93.0,13748.0,5.2,The Stepford Wives 
145395745.0,100000000.0,2007,1.85,85.0,25590.0,6.8,Surf's Up 
171377916.0,100000000.0,2006,2.35,143.0,33160.0,8.0,Blood Diamond 
139716717.0,100000000.0,2010,2.35,101.0,4286.0,7.0,Legend of the Guardians: The Owls of Ga'Hoole 
121100000.0,100000000.0,1997,1.85,129.0,2031.0,7.2,Starship Troopers 
69548641.0,100000000.0,2009,1.85,102.0,10552.0,5.4,Land of the Lost 
82145379.0,100000000.0,2004,2.35,87.0,3144.0,3.3,Catwoman 
209461378.0,100000000.0,2014,2.35,131.0,52610.0,6.1,The Expendables 3 
91800000.0,100000000.0,2002,1.5,95.0,26940.0,7.1,Treasure Planet 
97523020.0,100000000.0,2010,2.35,115.0,13761.0,6.9,Green Zone 
103039258.0,100000000.0,2014,2.35,119.0,54031.0,6.3,Transcendence 
59918422.0,100000000.0,2005,1.85,94.0,1195.0,2.2,Son of the Mask 
13835130.0,100000000.0,1997,1.85,110.0,1722.0,7.3,The Spanish Prisoner 
7094995.0,100000000.0,2002,1.85,95.0,6161.0,3.8,The Adventures of Pluto Nash 
244778411.0,99000000.0,2015,1.85,88.0,309.0,7.2,The Peanuts Movie 
435040395.0,98000000.0,2001,2.35,130.0,15972.0,6.3,The Mummy Returns 
183124621.0,97000000.0,2002,2.35,216.0,47657.0,7.5,Gangs of New York 
879765137.0,95000000.0,2012,2.35,88.0,25354.0,6.6,Ice Age: Continental Drift 
159691085.0,95000000.0,2001,2.35,152.0,4270.0,7.7,Black Hawk Down 
223050874.0,95000000.0,2010,2.35,118.0,14024.0,5.9,Percy Jackson & the Olympians: The Lightning Thief 
169511609.0,95000000.0,2010,2.35,98.0,25780.0,6.8,Unstoppable 
263900000.0,95000000.0,1997,2.35,126.0,39319.0,7.7,The Fifth Element 
65700000.0,95000000.0,2000,1.85,89.0,3372.0,6.9,The Road to El Dorado 
94894448.0,95000000.0,2009,2.35,135.0,2370.0,6.7,The Lovely Bones 
110623265.0,95000000.0,2014,2.35,102.0,17098.0,5.5,Seventh Son 
936429370.0,94000000.0,2003,1.85,100.0,5641.0,8.2,Finding Nemo 
1141408667.0,94000000.0,2003,2.35,192.0,6434.0,8.9,The Lord of the Rings: The Return of the King 
934703179.0,94000000.0,2002,2.35,172.0,23052.0,8.7,The Lord of the Rings: The Two Towers 
273330185.0,94000000.0,2001,2.35,100.0,12150.0,5.7,Lara Croft: Tomb Raider 
365900000.0,93000000.0,2001,1.85,92.0,2574.0,5.9,Jurassic Park III 
482860185.0,93000000.0,2011,2.35,105.0,13118.0,7.6,Rise of the Planet of the Apes 
162839667.0,92500000.0,2008,2.35,107.0,1614.0,6.6,The Spiderwick Chronicles 
614726752.0,92000000.0,2004,2.35,115.0,1901.0,8.0,The Incredibles 
304249198.0,92000000.0,2013,1.85,101.0,15481.0,5.3,A Good Day to Die Hard 
18517322.0,92000000.0,1995,2.35,124.0,3611.0,5.6,Cutthroat Island 
188536838.0,91000000.0,2013,2.35,114.0,5095.0,7.3,The Secret Life of Walter Mitty 
587790539.0,90000000.0,1997,1.85,98.0,12998.0,7.3,Men in Black 
511358276.0,90000000.0,1999,1.85,82.0,21275.0,7.9,Toy Story 2 
347425832.0,90000000.0,2001,2.35,90.0,664.0,6.6,Rush Hour 2 
498438212.0,90000000.0,2009,1.85,128.0,23996.0,7.6,Sherlock Holmes 
859701857.0,90000000.0,2009,1.85,94.0,1258.0,7.0,Ice Age: Dawn of the Dinosaurs 
288693989.0,90000000.0,2000,2.35,130.0,12890.0,6.6,What Lies Beneath 
487519809.0,90000000.0,2011,2.35,96.0,12071.0,7.0,Rio 
289660619.0,90000000.0,2006,2.35,151.0,45648.0,8.5,The Departed 
259736090.0,90000000.0,2000,2.35,94.0,15419.0,5.5,Charlie's Angels 
303500000.0,90000000.0,1998,1.66,88.0,4478.0,7.5,Mulan 
191091250.0,90000000.0,2008,2.35,121.0,23484.0,7.0,Tropic Thunder 
239373970.0,90000000.0,2011,2.35,158.0,20388.0,7.8,The Girl with the Dragon Tattoo 
165900000.0,90000000.0,1997,2.35,150.0,12289.0,7.4,Contact 
202910991.0,90000000.0,2008,1.85,113.0,13446.0,5.5,You Don't Mess with the Zohan 
366101666.0,90000000.0,1995,2.35,128.0,14274.0,7.6,Die Hard with a Vengeance 
